linking_id,study_id,biodiversity_metric_value,biodiversity_metric,biodiversity_metric_specific,biodiversity_metric_corrected,correction_performed,subsequent_correction,correction_performed_on_data_in_table,min_strata_height,max_strata_height,mean_strata_height,strata_category,temporal_effort_at_each_height,temporal_effort_unit,spatial_effort,spatial_effort_unit,link
4,Pearson_1977,2.19,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,6,14,10,NA,250,hours of observation,1,3km transect,Pearson_1977 _ 4
5,Pearson_1977,2.2,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,33,45,39,NA,225,hours of observation,1,3km transect,Pearson_1977 _ 5
4,Pearson_1977,2.3,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,33,50,41.5,NA,250,hours of observation,1,3km transect,Pearson_1977 _ 4
2,Jayson_2003,5.27,richness,margalefs index,Y,NA,NA,NA,0,0,0,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,9.71,richness,margalefs index,Y,NA,NA,NA,1,5,3,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,8.03,richness,margalefs index,Y,NA,NA,NA,6,10,8,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,7.03,richness,margalefs index,Y,NA,NA,NA,11,15,13,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,5.35,richness,margalefs index,Y,NA,NA,NA,16,20,18,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,4.95,richness,margalefs index,Y,NA,NA,NA,21,30,25.5,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,0.77,richness,margalefs index,Y,NA,NA,NA,30,35,32.5,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Kalko_2001,35,richness,observed,N,NA,NA,NA,1,3,2,NA,1110,mist net hours,3,forest sites,Kalko_2001 _ 1
1,Kalko_2001,41,richness,observed,N,NA,NA,NA,20,30,25,NA,845,mist net hours,3,forest sites,Kalko_2001 _ 1
1,Kalko_2001,1102,abundance,raw,N,NA,99.27927928,per 100 mist net hours,1,3,2,NA,1110,mist net hours,3,forest sites,Kalko_2001 _ 1
1,Kalko_2001,769,abundance,raw,N,NA,91.00591716,per 100 mist net hours,20,30,25,NA,845,mist net hours,3,forest sites,Kalko_2001 _ 1
1,Karr_1971,11,richness,observed,N,well sampled,NA,NA,0,0,0,ground,324,hours of observation,1,forest site,Karr_1971 _ 1
1,Karr_1971,41,richness,observed,N,well sampled,NA,NA,0,4,2,low,324,hours of observation,1,forest site,Karr_1971 _ 1
1,Karr_1971,24,richness,observed,N,well sampled,NA,NA,4,15,9.5,medium,324,hours of observation,1,forest site,Karr_1971 _ 1
1,Karr_1971,25,richness,observed,N,well sampled,NA,NA,15,35,25,high,324,hours of observation,1,forest site,Karr_1971 _ 1
1,Kuznetsov_2008,11,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,2100,trap days,1,1500m transect (60 trap stations),Kuznetsov_2008 _ 1
1,Kuznetsov_2008,7,richness,observed,N,equal survey effort,NA,NA,2,12,7,canopy,1950,trap days,1,1500m transect (60 trap stations),Kuznetsov_2008 _ 1
1,Kuznetsov_2008,18.45,abundance,individuals per 100 trap days,Y,per effort,NA,NA,0,0,0,ground,2100,trap days,1,1500m transect (60 trap stations),Kuznetsov_2008 _ 1
1,Kuznetsov_2008,15.45,abundance,individuals per 100 trap days,Y,per effort,NA,NA,2,12,7,canopy,1950,trap days,1,1500m transect (60 trap stations),Kuznetsov_2008 _ 1
1,Lambert_2005,54,abundance,percent of captures by trap (standardized by effort),Y,per effort,NA,NA,0,1,0.5,ground,7850,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),60,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),Lambert_2005 _ 1
1,Lambert_2005,28,abundance,percent of captures by trap (standardized by effort),Y,per effort,NA,NA,1,3,2,understory,7850,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),60,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),Lambert_2005 _ 1
1,Lambert_2005,18,abundance,percent of captures by trap (standardized by effort),Y,per effort,NA,NA,5,17,11,canopy,3490,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),60,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),Lambert_2005 _ 1
1,Lambert_2005,22,richness,estimated,Y,NA,NA,NA,0,1,0.5,ground,7850,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),60,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),Lambert_2005 _ 1
1,Lambert_2005,15,richness,estimated,Y,NA,NA,NA,1,3,2,understory,7850,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),60,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),Lambert_2005 _ 1
1,Lambert_2005,9,richness,estimated,Y,NA,NA,NA,5,17,11,canopy,3490,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),60,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),Lambert_2005 _ 1
1,MacSwiney_2008,1732,abundance,raw,N,NA,0.356167539,per 100 m2 net hours,0,3,1.5,ground,486288,m2 net hours,4,forest sites,MacSwiney_2008 _ 1
1,MacSwiney_2008,201,abundance,raw,N,NA,0.312967115,per 100 m2 net hours,10,20,15,subcanopy,64224,m2 net hours,4,forest sites,MacSwiney_2008 _ 1
1,MacSwiney_2008,16,richness,observed,N,total community rarefaction was saturated - but methods did not differentiate between strata for rarefaction,NA,NA,0,3,1.5,ground,486288,m2 net hours,4,forest sites,MacSwiney_2008 _ 1
1,MacSwiney_2008,10,richness,observed,N,total community rarefaction was saturated - but methods did not differentiate between strata for rarefaction,NA,NA,10,20,15,subcanopy,64224,m2 net hours,4,forest sites,MacSwiney_2008 _ 1
1,Malcolm_1991,11,richness,observed,N,NA,NA,NA,0,0,0,ground,22,traplines,3,forest sites,Malcolm_1991 _ 1
1,Malcolm_1991,9,richness,observed,N,NA,NA,NA,12,16,14,understory,17,traplines,3,forest sites,Malcolm_1991 _ 1
1,Malcolm_1991,7.47,abundance,individuals per trapline,Y,similar survey effort,NA,NA,0,0,0,ground,22,traplines,3,forest sites,Malcolm_1991 _ 1
1,Malcolm_1991,5.09,abundance,individuals per trapline,Y,similar survey effort,NA,NA,12,16,14,understory,17,traplines,3,forest sites,Malcolm_1991 _ 1
1,Marques_2015,12,richness,estimated,Y,NA,NA,NA,2,2,2,ground,4175,minutes of sampling (across 20 days),3,sampling points (1 forest site),Marques_2015 _ 1
1,Marques_2015,22,richness,estimated,Y,NA,NA,NA,17,17,17,subcanopy,4506,minutes of sampling (across 20 days),3,sampling points (1 forest site),Marques_2015 _ 1
1,Marques_2015,25,richness,estimated,Y,NA,NA,NA,24,24,24,canopy,4649,minutes of sampling (across 20 days),3,sampling points (1 forest site),Marques_2015 _ 1
1,Marques_2015,242,abundance,proxy (bat passes),N,NA,5.796407186,per 100 minutes,2,2,2,ground,4175,minutes of sampling (across 20 days),3,sampling points (1 forest site),Marques_2015 _ 1
1,Marques_2015,767,abundance,proxy (bat passes),N,NA,17.02174878,per 100 minutes,17,17,17,subcanopy,4506,minutes of sampling (across 20 days),3,sampling points (1 forest site),Marques_2015 _ 1
1,Marques_2015,1636,abundance,proxy (bat passes),N,NA,35.19036352,per 100 minutes,24,24,24,canopy,4649,minutes of sampling (across 20 days),3,sampling points (1 forest site),Marques_2015 _ 1
1,McClearn_1994,10.7,abundance,proxy (% trap success),Y,equal survey effort,NA,NA,0,0,0,ground,35,nights of trapping,12,sampling points (1 forest site),McClearn_1994 _ 1
1,McClearn_1994,5.7,abundance,proxy (% trap success),Y,equal survey effort,NA,NA,1,4,2.5,midlevel,35,nights of trapping,12,sampling points (1 forest site),McClearn_1994 _ 1
1,McClearn_1994,3.7,abundance,proxy (% trap success),Y,equal survey effort,NA,NA,4,20,12,high,35,nights of trapping,12,sampling points (1 forest site),McClearn_1994 _ 1
1,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,28.5,hours of observation,1,forest site,Orians_1969 _ 1
1,Orians_1969,6,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,28.5,hours of observation,1,forest site,Orians_1969 _ 1
1,Orians_1969,20,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,28.5,hours of observation,1,forest site,Orians_1969 _ 1
1,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,28.5,hours of observation,1,forest site,Orians_1969 _ 1
1,Orians_1969,23,richness,observed,N,equal survey effort,NA,NA,12,35,23.5,canopy trees,28.5,hours of observation,1,forest site,Orians_1969 _ 1
2,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,28.3,hours of observation,1,forest site,Orians_1969 _ 2
2,Orians_1969,6,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,28.3,hours of observation,1,forest site,Orians_1969 _ 2
2,Orians_1969,15,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,28.3,hours of observation,1,forest site,Orians_1969 _ 2
2,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,28.3,hours of observation,1,forest site,Orians_1969 _ 2
2,Orians_1969,17,richness,observed,N,equal survey effort,NA,NA,12,40,26,canopy trees,28.3,hours of observation,1,forest site,Orians_1969 _ 2
3,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,19.3,hours of observation,1,forest site,Orians_1969 _ 3
3,Orians_1969,10,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,19.3,hours of observation,1,forest site,Orians_1969 _ 3
3,Orians_1969,11,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,19.3,hours of observation,1,forest site,Orians_1969 _ 3
3,Orians_1969,6,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,19.3,hours of observation,1,forest site,Orians_1969 _ 3
3,Orians_1969,20,richness,observed,N,equal survey effort,NA,NA,12,25,18.5,canopy trees,19.3,hours of observation,1,forest site,Orians_1969 _ 3
4,Orians_1969,11,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,26,hours of observation,1,forest site,Orians_1969 _ 4
4,Orians_1969,12,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,26,hours of observation,1,forest site,Orians_1969 _ 4
4,Orians_1969,13,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,26,hours of observation,1,forest site,Orians_1969 _ 4
4,Orians_1969,10,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,26,hours of observation,1,forest site,Orians_1969 _ 4
4,Orians_1969,16,richness,observed,N,equal survey effort,NA,NA,12,35,23.5,canopy trees,26,hours of observation,1,forest site,Orians_1969 _ 4
5,Orians_1969,10,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,28.5,hours of observation,1,forest site,Orians_1969 _ 5
5,Orians_1969,11,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,28.5,hours of observation,1,forest site,Orians_1969 _ 5
5,Orians_1969,13,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,28.5,hours of observation,1,forest site,Orians_1969 _ 5
5,Orians_1969,13,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,28.5,hours of observation,1,forest site,Orians_1969 _ 5
5,Orians_1969,19,richness,observed,N,equal survey effort,NA,NA,12,30,21,canopy trees,28.5,hours of observation,1,forest site,Orians_1969 _ 5
6,Orians_1969,4,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,21.3,hours of observation,1,forest site,Orians_1969 _ 6
6,Orians_1969,3,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,21.3,hours of observation,1,forest site,Orians_1969 _ 6
6,Orians_1969,5,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,21.3,hours of observation,1,forest site,Orians_1969 _ 6
6,Orians_1969,6,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,21.3,hours of observation,1,forest site,Orians_1969 _ 6
6,Orians_1969,8,richness,observed,N,equal survey effort,NA,NA,12,20,16,canopy trees,21.3,hours of observation,1,forest site,Orians_1969 _ 6
7,Orians_1969,3,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,20,hours of observation,1,forest site,Orians_1969 _ 7
7,Orians_1969,3,richness,observed,N,equal survey effort,NA,NA,0,1.8,0.9,low shrubbery,20,hours of observation,1,forest site,Orians_1969 _ 7
7,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,1.8,4.6,3.2,high shrubbery,20,hours of observation,1,forest site,Orians_1969 _ 7
7,Orians_1969,7,richness,observed,N,equal survey effort,NA,NA,4.6,12,8.3,understory trees,20,hours of observation,1,forest site,Orians_1969 _ 7
7,Orians_1969,12,richness,observed,N,equal survey effort,NA,NA,12,26,19,canopy trees,20,hours of observation,1,forest site,Orians_1969 _ 7
1,Pearson_1977,2.35,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,14,26,20,NA,714,hours of observation,1,3km transect,Pearson_1977 _ 1
6,Pearson_1977,2.47,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,14,26,20,NA,300,hours of observation,1,3km transect,Pearson_1977 _ 6
6,Pearson_1977,2.62,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,0,2,1,NA,300,hours of observation,1,3km transect,Pearson_1977 _ 6
2,Pearson_1977,2.63,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,14,26,20,NA,448,hours of observation,1,3km transect,Pearson_1977 _ 2
4,Pearson_1977,3.19,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,14,26,20,NA,250,hours of observation,1,3km transect,Pearson_1977 _ 4
5,Pearson_1977,3.33,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,14,26,20,NA,225,hours of observation,1,3km transect,Pearson_1977 _ 5
3,Pearson_1977,3.52,abundance,individuals per hour (foraging),Y,per effort,NA,needs 1m intervals,14,26,20,NA,208,hours of observation,1,3km transect,Pearson_1977 _ 3
2,Jayson_2003,11,abundance,raw,N,equal survey effort,NA,needs 1m intervals,30,35,32.5,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Rajaonarivelo_2020,42,abundance,raw,N,equal survey effort,NA,needs 1m intervals,15,20,17.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
2,Jayson_2003,53,abundance,raw,N,equal survey effort,NA,needs 1m intervals,21,30,25.5,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
2,Jayson_2003,126,abundance,raw,N,equal survey effort,NA,needs 1m intervals,16,20,18,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Frith_1984,151.3,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,25,35,30,emergents,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
1,Frith_1984,174.5,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,0,1,0.5,herb layer,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
1,Rajaonarivelo_2020,183,abundance,raw,N,equal survey effort,NA,needs 1m intervals,0,1,0.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,200,abundance,raw,N,equal survey effort,NA,needs 1m intervals,0,0,0,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Frith_1984,209.8,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,1,5,3,understorey,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
1,Rajaonarivelo_2020,227,abundance,raw,N,equal survey effort,NA,needs 1m intervals,1,2,1.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Jayson_2003,233,abundance,raw,N,equal survey effort,NA,needs 1m intervals,30,35,32.5,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
2,Jayson_2003,243,abundance,raw,N,equal survey effort,NA,needs 1m intervals,0,0,0,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Jayson_2003,314,abundance,raw,N,equal survey effort,NA,needs 1m intervals,16,20,18,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
1,Frith_1984,326.4,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,5,10,7.5,subcanopy,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
1,Rajaonarivelo_2020,367,abundance,raw,N,equal survey effort,NA,needs 1m intervals,10,15,12.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Frith_1984,378.4,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,10,17,13.5,lower canopy,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
1,Frith_1984,450.1,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,17,25,21,upper canopy,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
2,Jayson_2003,452,abundance,raw,N,equal survey effort,NA,needs 1m intervals,11,15,13,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Jayson_2003,471,abundance,raw,N,equal survey effort,NA,needs 1m intervals,21,30,25.5,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
1,Rajaonarivelo_2020,514,abundance,raw,N,equal survey effort,NA,needs 1m intervals,6,8,7,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,579,abundance,raw,N,equal survey effort,NA,needs 1m intervals,2,4,3,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,594,abundance,raw,N,equal survey effort,NA,needs 1m intervals,8,10,9,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Bell_1982,610,abundance,raw,N,equal survey effort,NA,needs 1m intervals,35,40,37.5,emergent,720,hours of observation,1,forest site,Bell_1982 _ 1
1,Jayson_2003,610,abundance,raw,N,equal survey effort,NA,needs 1m intervals,0,0,0,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
1,Frith_1984,610.4,abundance,proxy (foraging),Y,equal survey effort,NA,needs 1m intervals,0,0,0,ground,71,transect walks (4 hrs each),2,transects (4km long) 1 forest site,Frith_1984 _ 1
1,Bell_1982,731,abundance,raw,N,equal survey effort,NA,needs 1m intervals,6,8,7,understory,720,hours of observation,1,forest site,Bell_1982 _ 1
2,Jayson_2003,732,abundance,raw,N,equal survey effort,NA,needs 1m intervals,6,10,8,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Jayson_2003,755,abundance,raw,N,equal survey effort,NA,needs 1m intervals,11,15,13,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
1,Rajaonarivelo_2020,762,abundance,raw,N,equal survey effort,NA,needs 1m intervals,4,6,5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Bell_1982,907,abundance,raw,N,equal survey effort,NA,needs 1m intervals,4,6,5,understory,720,hours of observation,1,forest site,Bell_1982 _ 1
1,Pech-Canche_2011,119,abundance,raw,N,equal survey effort,NA,NA,0,2.6,1.3,ground,144,mist net hours (12.0 m long by 2.6 m high),1,forest site,Pech-Canche_2011 _ 1
1,Pech-Canche_2011,32,abundance,raw,N,equal survey effort,NA,NA,8,10.6,9.3,subcanopy,144,mist net hours (12.0 m long by 2.6 m high),1,forest site,Pech-Canche_2011 _ 1
1,Pech-Canche_2011,12.5,richness,estimated (chao 1),Y,rarefaction,NA,NA,0,2.6,1.3,ground,144,mist net hours (12.0 m long by 2.6 m high),1,forest site,Pech-Canche_2011 _ 1
1,Pech-Canche_2011,6,richness,estimated (chao 1),Y,rarefaction,NA,NA,8,10.6,9.3,subcanopy,144,mist net hours (12.0 m long by 2.6 m high),1,forest site,Pech-Canche_2011 _ 1
1,Pereira_2010,40,richness,estimated,Y,rarefaction,NA,NA,1,4,2.5,understory,50,sampling nights,10,"forest sites (representing 3 forest types - flooded white water - flooded black water, and terra firma forest)",Pereira_2010 _ 1
1,Pereira_2010,38,richness,estimated,Y,rarefaction,NA,NA,29,35,32,canopy,50,sampling nights,10,"forest sites (representing 3 forest types - flooded white water - flooded black water, and terra firma forest)",Pereira_2010 _ 1
1,Pereira_2010,3.56,abundance,mean capture per mist net/night,Y,per effort,NA,NA,1,4,2.5,understory,50,sampling nights,10,"forest sites (representing 3 forest types - flooded white water - flooded black water, and terra firma forest)",Pereira_2010 _ 1
1,Pereira_2010,7.01,abundance,mean capture per mist net/night,Y,per effort,NA,NA,29,35,32,canopy,50,sampling nights,10,"forest sites (representing 3 forest types - flooded white water - flooded black water, and terra firma forest)",Pereira_2010 _ 1
1,Peters_2006,42.6,abundance,mean captures perr 100 mist net hours,Y,per effort,NA,NA,0,2.6,1.3,understory,24,sampling nights,5,sampling points (1 forest site),Peters_2006 _ 1
1,Peters_2006,54.8,abundance,mean captures perr 100 mist net hours,Y,per effort,NA,NA,9,21,15,canopy,24,sampling nights,5,sampling points (1 forest site),Peters_2006 _ 1
1,Peters_2006,26,richness,estimated,Y,rarefaction,NA,NA,0,2.6,1.3,understory,24,sampling nights,5,sampling points (1 forest site),Peters_2006 _ 1
1,Peters_2006,20,richness,estimated,Y,rarefaction,NA,NA,9,21,15,canopy,24,sampling nights,5,sampling points (1 forest site),Peters_2006 _ 1
1,Rader_2006,595,abundance,raw,N,equal survey effort,NA,NA,0,0,0,ground,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,431,abundance,raw,N,equal survey effort,NA,NA,1,3,2,understory,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,144,abundance,raw,N,equal survey effort,NA,NA,10,15,12.5,subcanopy,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,80,abundance,raw,N,equal survey effort,NA,NA,25,30,27.5,canopy,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,5,richness,observed,N,equal survey effort,NA,NA,0,0,0,ground,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,5,richness,observed,N,equal survey effort,NA,NA,1,3,2,understory,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,4,richness,observed,N,equal survey effort,NA,NA,10,15,12.5,subcanopy,60,sampling nights,1,forest site,Rader_2006 _ 1
1,Rader_2006,4,richness,observed,N,equal survey effort,NA,NA,25,30,27.5,canopy,60,sampling nights,1,forest site,Rader_2006 _ 1
2,Jayson_2003,990,abundance,raw,N,equal survey effort,NA,needs 1m intervals,1,5,3,NA,150,sampling days,1,4km transect,Jayson_2003 _ 2
1,Jayson_2003,1041,abundance,raw,N,equal survey effort,NA,needs 1m intervals,6,10,8,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
1,Bell_1982,1091,abundance,raw,N,equal survey effort,NA,needs 1m intervals,1,2,1.5,understory,720,hours of observation,1,forest site,Bell_1982 _ 1
1,Bell_1982,1304,abundance,raw,N,equal survey effort,NA,needs 1m intervals,2,4,3,understory,720,hours of observation,1,forest site,Bell_1982 _ 1
1,Bell_1982,1324,abundance,raw,N,equal survey effort,NA,needs 1m intervals,0,1,0.5,understory,720,hours of observation,1,forest site,Bell_1982 _ 1
1,Jayson_2003,1493,abundance,raw,N,equal survey effort,NA,needs 1m intervals,1,5,3,NA,150,sampling days,1,4km transect,Jayson_2003 _ 1
1,Rajaonarivelo_2020,11,richness,observed,N,equal survey effort,NA,NA,0,0,0,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,13,richness,observed,N,equal survey effort,NA,NA,0,1,0.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,19,richness,observed,N,equal survey effort,NA,NA,1,2,1.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,25,richness,observed,N,equal survey effort,NA,NA,2,4,3,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,28,richness,observed,N,equal survey effort,NA,NA,4,6,5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,33,richness,observed,N,equal survey effort,NA,NA,6,8,7,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,31,richness,observed,N,equal survey effort,NA,NA,8,10,9,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,23,richness,observed,N,equal survey effort,NA,NA,10,15,12.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rajaonarivelo_2020,9,richness,observed,N,equal survey effort,NA,NA,15,20,17.5,NA,4,"sampling days (for each of the 6 1km transects which had 5 points, surveyd 3 times in a day)",6,1km transects (2 forest sites),Rajaonarivelo_2020 _ 1
1,Rodríguez_2009,0.0481,abundance,captures per net hour,Y,per effort,NA,NA,0,3,1.5,NA,1246,mist net hours,5,sampling points (1 forest site),Rodríguez_2009 _ 1
1,Rodríguez_2009,0.1235,abundance,captures per net hour,Y,per effort,NA,NA,5.4,8.4,6.9,NA,890,mist net hours,5,sampling points (1 forest site),Rodríguez_2009 _ 1
1,Rodríguez_2009,11.4775,richness,estimated (mean of 4 estimators),Y,species richness estimation,NA,NA,0,3,1.5,NA,1246,mist net hours,5,sampling points (1 forest site),Rodríguez_2009 _ 1
1,Rodríguez_2009,9.15,richness,estimated (mean of 4 estimators),Y,species richness estimation,NA,NA,5.4,8.4,6.9,NA,890,mist net hours,5,sampling points (1 forest site),Rodríguez_2009 _ 1
1,Voss_2001,16,richness,observed,N,well sampled,NA,NA,0,3,1.5,ground,5960,trap-nights,10,traplines (1km long - each with ~50 traps),Voss_2001 _ 1
1,Voss_2001,6,richness,observed,N,well sampled,NA,NA,7.2,19,13.1,canopy,2004,trap-nights,25,trapping stations (1 forest site),Voss_2001 _ 1
