sites,study_id,reference,doi_link,google_drive_link,data_quality,data_quality_explanation,data_stripped,sum_total_richness,sum_total_abundance,biodiversity_metrics,method,taxa,continent,country,treatment,season,forest_type,elevation,canopy_height,latitude,longitude,study_start_date,study_end_date,driver_of_stratification,other_data_of_interest,additional_notes,...28
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
2,Jayson_2003,"Jayson, E. A., & Mathew, D. N. (2003). Vertical stratification and its relation to foliage in tropical forest birds in Western Ghats (India). Acta Chiropterologica, 38(2), 111-116.",http://dx.doi.org/10.3161/068.038.0207,https://drive.google.com/file/d/1-2wBBs-pC8aSjq_6BxZt8uDLgbzoLD7m/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, richness, diversity (7 categories of height)",Walking transects,Birds,NA,India,Unlogged,Sampling combined across the year,Moist deciduous forest,700.0,35,11.216667,76.583333,1988.0,1993.0,Foliage distribution,Foliage density/abundance,NA,NA
1,Kalko_2001,"Kalko, E. K., & Handley, C. O. (2001). Neotropical bats in the canopy: diversity, community structure, and implications for conservation. Plant ecology, 153(1-2), 319-333.",NA,https://drive.google.com/file/d/1qB2-uy5CV2SbJPeTNh29NMTDND62Bzuz/view?usp=sharing,2,2 - (Data needs converting by sampling effort),Yes,NA,NA,"Richness, abundance (2 categories of height)",Mist nets,Bats,NA,Brazil,Unlogged,Wet season,Lowland rainforest,50.0,35,-1.42398,-48.241233,1968.0,1969.0,"Forest structure, foraging strategy","Foraging guild, species specific data",NA,NA
1,Kalko_2001,"Kalko, E. K., & Handley, C. O. (2001). Neotropical bats in the canopy: diversity, community structure, and implications for conservation. Plant ecology, 153(1-2), 319-333.",NA,https://drive.google.com/file/d/1qB2-uy5CV2SbJPeTNh29NMTDND62Bzuz/view?usp=sharing,2,2 - (Data needs converting by sampling effort),Yes,NA,NA,"Richness, abundance (2 categories of height)",Mist nets,Bats,NA,Brazil,Unlogged,Wet season,Lowland rainforest,50.0,35,-1.42398,-48.241233,1968.0,1969.0,"Forest structure, foraging strategy","Foraging guild, species specific data",NA,NA
1,Kalko_2001,"Kalko, E. K., & Handley, C. O. (2001). Neotropical bats in the canopy: diversity, community structure, and implications for conservation. Plant ecology, 153(1-2), 319-333.",NA,https://drive.google.com/file/d/1qB2-uy5CV2SbJPeTNh29NMTDND62Bzuz/view?usp=sharing,2,2 - (Data needs converting by sampling effort),Yes,NA,NA,"Richness, abundance (2 categories of height)",Mist nets,Bats,NA,Brazil,Unlogged,Wet season,Lowland rainforest,50.0,35,-1.42398,-48.241233,1968.0,1969.0,"Forest structure, foraging strategy","Foraging guild, species specific data",NA,NA
1,Kalko_2001,"Kalko, E. K., & Handley, C. O. (2001). Neotropical bats in the canopy: diversity, community structure, and implications for conservation. Plant ecology, 153(1-2), 319-333.",NA,https://drive.google.com/file/d/1qB2-uy5CV2SbJPeTNh29NMTDND62Bzuz/view?usp=sharing,2,2 - (Data needs converting by sampling effort),Yes,NA,NA,"Richness, abundance (2 categories of height)",Mist nets,Bats,NA,Brazil,Unlogged,Wet season,Lowland rainforest,50.0,35,-1.42398,-48.241233,1968.0,1969.0,"Forest structure, foraging strategy","Foraging guild, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
2,Karr_1971,"Karr, J. R. (1971). Structure of avian communities in selected Panama and Illinois habitats. Ecological Monographs, 41(3), 207-233.",NA,https://drive.google.com/file/d/1dqsmQyr5qfNySaTUTiZzZc20Kfe_fddW/view?usp=sharing,1,NA,Yes,56,NA,Richness - 4 categories of height,Mist nets + observations,Birds,NA,Panama,Unlogged,Sampling combined across the year,Tropical rainforest,100.0,35,9.159722,-79.743333,25020.0,25414.0,"Forest structure, foraging strategy","Foraging guild, foliage distribution, species specific data",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Kuznetsov_2008,"Kuznetsov, G. V., & Filatova, T. N. (2008). On the structure of rodent communities in tropical forests of southern Vietnam. Biology Bulletin, 35(5), 515-523.",10.1134/S1062359008050130,https://drive.google.com/file/d/19WPbfmDSng7fqd9MmM-holt5dvJfk3rr/view?usp=sharing,1,NA,Yes,14,443,"Abundance (Figure 4), Richness (2/3 - combine) - 2 categories of height",Traps,Small mammals/marsupials,NA,Vietnam,Unlogged,Wet season,Tropical rainforest,200.0,35,11.439917,107.415222,38687.0,39173.0,Food and structure,"Forest disturbance, species specific data,",NA,NA
1,Malcolm_1991,"Malcolm, J. R. (1991). Comparative abundances of Neotropical small mammals by trap height. Journal of Mammalogy, 72(1), 188-192.",NA,https://drive.google.com/file/d/1Gw5wVWmqt5kuxqe0v3zSe4aWB9OEjTgw/view?usp=sharing,1,NA,Yes,NA,NA,"Richness, abundance (either 2 or 3 heights depending on the data taken from different trap methods)",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Lowland rainforest,100.0,35,-2.650665,-61.565232,30621.0,31352.0,NA,"Capture methods, species specific data",NA,NA
1,Malcolm_1991,"Malcolm, J. R. (1991). Comparative abundances of Neotropical small mammals by trap height. Journal of Mammalogy, 72(1), 188-192.",NA,https://drive.google.com/file/d/1Gw5wVWmqt5kuxqe0v3zSe4aWB9OEjTgw/view?usp=sharing,1,NA,Yes,NA,NA,"Richness, abundance (either 2 or 3 heights depending on the data taken from different trap methods)",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Lowland rainforest,100.0,35,-2.650665,-61.565232,30621.0,31352.0,NA,"Capture methods, species specific data",NA,NA
1,Malcolm_1991,"Malcolm, J. R. (1991). Comparative abundances of Neotropical small mammals by trap height. Journal of Mammalogy, 72(1), 188-192.",NA,https://drive.google.com/file/d/1Gw5wVWmqt5kuxqe0v3zSe4aWB9OEjTgw/view?usp=sharing,1,NA,Yes,NA,NA,"Richness, abundance (either 2 or 3 heights depending on the data taken from different trap methods)",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Lowland rainforest,100.0,35,-2.650665,-61.565232,30621.0,31352.0,NA,"Capture methods, species specific data",NA,NA
1,Malcolm_1991,"Malcolm, J. R. (1991). Comparative abundances of Neotropical small mammals by trap height. Journal of Mammalogy, 72(1), 188-192.",NA,https://drive.google.com/file/d/1Gw5wVWmqt5kuxqe0v3zSe4aWB9OEjTgw/view?usp=sharing,1,NA,Yes,NA,NA,"Richness, abundance (either 2 or 3 heights depending on the data taken from different trap methods)",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Lowland rainforest,100.0,35,-2.650665,-61.565232,30621.0,31352.0,NA,"Capture methods, species specific data",NA,NA
1,Marques_2015,"Marques, J. T., Ramos Pereira, M. J., & Palmeirim, J. M. (2015). Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: all the action is up in the canopy. Ecography.",10.1111/ecog.01453,https://drive.google.com/file/d/19FoCeqppZJuPT-pmuW5lwU7ackVWV6Nl/view?usp=sharing,1,NA,Yes,30,4191,"Richness, Abdunance - 3 categories of height",Audio devices,Bats,NA,Brazil,Unlogged,Dry,Lowland rainforest,40.0,35,-2.616667,-64.616667,39356.0,39431.0,Forest structure,"Riparian vs interior comparison, species specific data",NA,Only captured insectivorous because acoustic sampling
1,Marques_2015,"Marques, J. T., Ramos Pereira, M. J., & Palmeirim, J. M. (2015). Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: all the action is up in the canopy. Ecography.",10.1111/ecog.01453,https://drive.google.com/file/d/19FoCeqppZJuPT-pmuW5lwU7ackVWV6Nl/view?usp=sharing,1,NA,Yes,30,4191,"Richness, Abdunance - 3 categories of height",Audio devices,Bats,NA,Brazil,Unlogged,Dry,Lowland rainforest,40.0,35,-2.616667,-64.616667,39356.0,39431.0,Forest structure,"Riparian vs interior comparison, species specific data",NA,Only captured insectivorous because acoustic sampling
1,Marques_2015,"Marques, J. T., Ramos Pereira, M. J., & Palmeirim, J. M. (2015). Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: all the action is up in the canopy. Ecography.",10.1111/ecog.01453,https://drive.google.com/file/d/19FoCeqppZJuPT-pmuW5lwU7ackVWV6Nl/view?usp=sharing,1,NA,Yes,30,4191,"Richness, Abdunance - 3 categories of height",Audio devices,Bats,NA,Brazil,Unlogged,Dry,Lowland rainforest,40.0,35,-2.616667,-64.616667,39356.0,39431.0,Forest structure,"Riparian vs interior comparison, species specific data",NA,Only captured insectivorous because acoustic sampling
1,Marques_2015,"Marques, J. T., Ramos Pereira, M. J., & Palmeirim, J. M. (2015). Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: all the action is up in the canopy. Ecography.",10.1111/ecog.01453,https://drive.google.com/file/d/19FoCeqppZJuPT-pmuW5lwU7ackVWV6Nl/view?usp=sharing,1,NA,Yes,30,4191,"Richness, Abdunance - 3 categories of height",Audio devices,Bats,NA,Brazil,Unlogged,Dry,Lowland rainforest,40.0,35,-2.616667,-64.616667,39356.0,39431.0,Forest structure,"Riparian vs interior comparison, species specific data",NA,Only captured insectivorous because acoustic sampling
1,Marques_2015,"Marques, J. T., Ramos Pereira, M. J., & Palmeirim, J. M. (2015). Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: all the action is up in the canopy. Ecography.",10.1111/ecog.01453,https://drive.google.com/file/d/19FoCeqppZJuPT-pmuW5lwU7ackVWV6Nl/view?usp=sharing,1,NA,Yes,30,4191,"Richness, Abdunance - 3 categories of height",Audio devices,Bats,NA,Brazil,Unlogged,Dry,Lowland rainforest,40.0,35,-2.616667,-64.616667,39356.0,39431.0,Forest structure,"Riparian vs interior comparison, species specific data",NA,Only captured insectivorous because acoustic sampling
1,Marques_2015,"Marques, J. T., Ramos Pereira, M. J., & Palmeirim, J. M. (2015). Patterns in the use of rainforest vertical space by Neotropical aerial insectivorous bats: all the action is up in the canopy. Ecography.",10.1111/ecog.01453,https://drive.google.com/file/d/19FoCeqppZJuPT-pmuW5lwU7ackVWV6Nl/view?usp=sharing,1,NA,Yes,30,4191,"Richness, Abdunance - 3 categories of height",Audio devices,Bats,NA,Brazil,Unlogged,Dry,Lowland rainforest,40.0,35,-2.616667,-64.616667,39356.0,39431.0,Forest structure,"Riparian vs interior comparison, species specific data",NA,Only captured insectivorous because acoustic sampling
1,Müller_2013,"Müller, J., Brandl, R., Buchner, J., Pretzsch, H., Seifert, S., Strätz, C., ... & Fenton, B. (2013). From ground to above canopy—Bat activity in mature forests is driven by vegetation density and height. Forest Ecology and Management, 306, 179-184.",https://doi.org/10.1016/j.foreco.2013.06.043,https://drive.google.com/file/d/1WA5gPGcmq2ZpoDboReyPb9QgPwZkHRK2/view?usp=sharing,1,NA,Yes,16,NA,"Richness, abundance, 5 categories of height",Audio devices,Bats,NA,Germany,Unlogged,Summer/Autumn,Montane forest,750.0,35,48.9,13.483333,40664.0,40817.0,Forest structure,Seasonal/species data,NA,NA
